Timestamp,Server_Workload(%),Inlet_Temperature(°C),Outlet_Temperature(°C),Ambient_Temperature(°C),Cooling_Unit_Power_Consumption(kW),Chiller_Usage(%),AHU_Usage(%),Total_Energy_Cost($),Temperature_Deviation(°C),Cooling_Strategy_Action,Output,scenario,severity,failure_point,sensor_status,data_quality,is_outlier,event_id,run_id
2026-07-29 11:22:30.105-07,89.01,21.96,26.52,25.66,0.890,79.69,50.13,0.0900,1.66,Eco Mode,4,normal,info,,online,valid,f,edf789c0-9c54-4fdf-9f33-2a4868cb15e5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.16-07,56.48,22.08,24.55,23.86,0.670,50.83,51.91,0.0800,0.14,Boost All,3,normal,info,,online,valid,f,213d3828-651d-440e-949d-601c47fcf6a8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.215-07,99.65,25.88,30.79,20.95,0.940,96.09,68.14,0.0900,3.05,Boost All,3,workload_spike,warning,,online,valid,t,264e2231-5bde-4dd4-97d3-3e5f36ab2ebf,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.269-07,71.94,23.57,28.89,23.84,0.830,73.29,48.23,0.1000,0.16,Eco Mode,4,normal,info,,online,valid,f,4b6c6b0a-c18b-49f4-847b-60e49d72b5bf,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.327-07,65.28,20.67,24.53,25.05,0.820,70.04,51.09,0.1100,1.05,Increase Chiller,0,normal,info,,online,valid,f,0f2c1ce6-608f-4460-a039-befae384905a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.383-07,54.70,19.14,23.06,23.22,0.650,49.14,50.81,0.0600,0.78,Maintain,2,normal,info,,online,valid,f,fc12344e-a7ce-481b-9186-178af8390e10,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.44-07,89.67,23.47,28.38,26.16,0.950,84.64,54.03,0.0800,2.16,Reduce AHU,1,normal,info,,online,valid,f,2d042d6a-6dc9-43bc-ba9d-2f4da6f29848,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.497-07,31.16,18.85,24.42,20.93,0.470,34.56,38.86,0.0700,3.07,Eco Mode,4,normal,info,,online,valid,f,ab9fe8bf-ea03-4c9a-8e20-e907031dbcb9,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.554-07,65.92,22.39,29.75,22.17,0.720,60.05,47.01,0.0800,1.83,Reduce AHU,1,normal,info,,online,valid,f,f1dcd056-bd96-4407-9c49-8d3988aa63c6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.607-07,14.06,15.68,19.97,19.16,0.350,22.95,33.90,0.0300,4.84,Boost All,3,normal,info,,online,valid,f,5e45cb83-8445-4030-9833-de09afd6029d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.662-07,51.25,19.65,26.01,25.86,0.730,59.52,50.59,0.0900,1.86,Reduce AHU,1,normal,info,,online,valid,f,abaa36e3-7034-485f-8ab6-307ffb531ad5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.719-07,66.34,21.66,25.42,28.01,0.900,75.34,60.26,0.1300,4.01,Eco Mode,4,normal,info,,online,valid,f,b39cdf58-2672-4cc7-b587-1fef7dc58dac,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.774-07,53.26,19.48,22.66,23.43,0.700,59.69,45.40,0.0900,0.57,Boost All,3,normal,info,,online,valid,f,b7a45496-01a2-48b1-b8a9-ab4f3aaf06c9,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.83-07,97.50,28.20,34.75,23.75,0.350,17.93,31.47,0.0400,0.25,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,dfe7edf5-071c-4d54-9ec2-880d9cfb813f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.887-07,90.26,22.18,27.03,20.35,0.880,83.92,40.98,0.0900,3.65,Eco Mode,4,normal,info,,online,valid,f,0fa3e215-5d42-4090-b4ec-9307316d7c07,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:30.943-07,54.61,21.64,29.85,19.88,0.650,58.02,37.90,0.0900,4.12,Reduce AHU,1,normal,info,,online,valid,f,4f191743-f278-46ba-a8e6-04a1d8172ea7,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31-07,57.75,22.36,24.29,22.96,0.640,50.27,47.46,0.0900,1.04,Reduce AHU,1,normal,info,,online,valid,f,829ac919-b5f4-4b1a-a0a5-b57435c3eafd,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.057-07,80.83,22.86,26.25,25.91,0.930,86.27,47.63,0.1200,1.91,Increase Chiller,0,normal,info,,online,valid,f,5f9fb21f-5a38-4376-824a-29f57907f4dc,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.113-07,92.55,23.65,29.53,23.10,0.950,87.59,50.49,0.0900,0.90,Increase Chiller,0,normal,info,,online,valid,f,298796e0-3663-45e4-869c-dc5e75ba50f2,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.166-07,98.30,25.40,30.59,20.59,1.100,96.18,64.56,0.1100,3.41,Boost All,3,workload_spike,warning,,online,valid,t,1c194629-0bc2-48d2-a700-71421e62efe5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.223-07,34.50,19.06,23.10,25.35,0.470,24.91,53.83,0.0500,1.35,Maintain,2,normal,info,,online,valid,f,8764c3e6-a292-4108-89ec-b22787b510dd,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.278-07,57.31,19.72,22.48,20.62,0.570,49.04,36.34,0.0700,3.38,Maintain,2,normal,info,,online,valid,f,48449777-35a9-4cfe-80b3-71a526cc9c8d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.331-07,82.46,28.99,35.88,23.19,0.440,22.84,37.77,0.0500,0.81,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,8feed3bd-9034-43ab-942f-bcae3d69cb9f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.388-07,55.95,20.02,24.64,28.57,0.730,54.27,59.00,0.0800,4.57,Reduce AHU,1,normal,info,,online,valid,f,c235ba9c-012d-4edc-9665-a2ebe2115050,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.445-07,53.32,18.64,24.89,18.80,0.600,51.83,36.22,0.0800,5.20,Eco Mode,4,normal,info,,online,valid,f,5734250e-74cd-415b-a10d-5e11f659906a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.502-07,95.56,26.25,32.82,25.18,1.060,89.57,65.55,0.1100,1.18,Boost All,3,workload_spike,warning,,online,valid,t,64af2134-2928-442b-ba1a-838a8bf9a87b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.557-07,68.31,99.99,28.14,25.10,0.830,70.01,54.96,0.0700,1.10,Boost All,3,sensor_fault,critical,inlet_temperature_sensor,fault,suspect,t,2bda8663-dde1-4acf-a566-4d0079b8b277,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.61-07,84.23,23.25,26.91,27.19,0.990,90.82,52.46,0.0800,3.19,Boost All,3,normal,info,,online,valid,f,f5217e9f-c846-432c-9b23-095e4aafb661,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.666-07,88.18,23.50,24.84,21.96,0.880,83.93,41.35,0.1300,2.04,Reduce AHU,1,normal,info,,online,valid,f,60b747ef-5313-4819-baef-823fc5c7ec60,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.723-07,66.88,21.50,25.51,23.09,0.770,66.48,48.54,0.1100,0.91,Increase Chiller,0,normal,info,,online,valid,f,a6cb37cf-f82e-426a-9e9e-1e294f6e0db0,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.775-07,31.69,19.23,25.34,20.38,0.400,23.73,42.07,0.0400,3.62,Maintain,2,normal,info,,online,valid,f,9edd99ad-4091-4dee-88e2-e9e6b8bf068a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.832-07,76.85,23.41,25.08,24.79,0.860,75.96,51.19,0.0900,0.79,Reduce AHU,1,normal,info,,online,valid,f,63b00c30-3a4f-4fb8-a741-2f5538467b45,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.888-07,52.78,20.06,23.94,24.07,0.660,54.83,44.38,0.0800,0.07,Eco Mode,4,normal,info,,online,valid,f,c932a6fb-6c5c-42b1-88b3-44aa80dde062,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:31.945-07,57.75,22.36,24.29,22.96,0.640,50.27,47.46,0.0900,1.04,Reduce AHU,1,normal,info,,online,valid,f,f7cc3d05-ebdc-49f1-bf5b-e49e188f22a7,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.002-07,84.53,30.77,38.28,21.73,0.410,14.67,28.33,0.0500,2.27,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,eacbaf51-341b-4e77-a903-028f0d914d8e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.057-07,54.22,20.69,23.42,24.47,0.600,47.43,44.81,0.0600,0.47,Maintain,2,normal,info,,online,valid,f,639f25e4-6b50-4e37-b6f3-9b6f876e9eee,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.113-07,71.87,22.21,27.06,25.83,0.790,65.44,52.99,0.1000,1.83,Boost All,3,normal,info,,online,valid,f,8aaa3e60-e953-464b-99e1-6051a0109bf3,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.169-07,79.78,25.03,27.01,23.75,0.840,76.01,46.70,0.1100,0.25,Increase Chiller,0,normal,info,,online,valid,f,9c7b70a6-28de-4091-9fc6-a66d8bed8192,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.223-07,96.26,26.55,33.29,26.52,1.030,94.12,68.87,0.1000,2.52,Boost All,3,workload_spike,warning,,online,valid,t,82a5f28a-2803-4aaa-8abe-75a12164327d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.276-07,73.15,22.67,26.06,22.80,0.810,70.13,50.40,0.0800,1.20,Increase Chiller,0,normal,info,,online,valid,f,547dcdd4-338f-4ec9-94cd-4cae5c6b428f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.333-07,36.93,19.03,24.04,27.95,0.650,46.15,56.24,0.0700,3.95,Boost All,3,normal,info,,online,valid,f,8c600f32-5806-4eb7-b085-6cf683907565,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.39-07,78.72,22.12,24.87,26.00,0.820,70.31,51.64,0.1100,2.00,Maintain,2,normal,info,,online,valid,f,eea4a8c6-0b8c-4536-a37f-d6d4db15dc9e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.445-07,96.01,26.06,30.75,24.36,1.020,91.54,63.99,0.1000,0.36,Boost All,3,workload_spike,warning,,online,valid,t,c34a26ab-f1f6-4888-9976-250346013da3,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.499-07,57.51,20.35,23.13,24.78,0.690,54.09,52.02,0.0600,0.78,Reduce AHU,1,normal,info,,online,valid,f,69088b83-6ba0-4474-ada2-0c99dd6624f1,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.556-07,98.23,24.10,27.39,25.12,1.050,100.00,50.45,0.1600,1.12,Eco Mode,4,outlier,warning,,online,valid,t,875f6ac5-576b-4ebb-b88c-be492cc1e7a5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.612-07,93.96,23.96,28.14,21.91,0.870,84.29,39.56,0.1200,2.09,Eco Mode,4,normal,info,,online,valid,f,df1aac45-94f6-47a5-9340-74efcb8c542f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.669-07,54.82,21.06,25.59,27.44,0.690,52.43,54.05,0.0700,3.44,Boost All,3,normal,info,,online,valid,f,f0eab182-f416-4384-9aaf-b7ae885736ae,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.725-07,93.70,23.05,27.84,20.34,0.900,87.17,40.87,0.1200,3.66,Reduce AHU,1,normal,info,,online,valid,f,2ea79e2e-89aa-4e69-8ae8-18b22c637a81,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.782-07,67.51,21.50,31.34,24.16,0.740,59.81,52.65,0.0600,0.16,Increase Chiller,0,normal,info,,online,valid,f,3901d9a8-d3ed-43dc-b7b3-15a8f6d49370,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.838-07,49.95,19.20,23.85,19.94,0.590,49.67,38.89,0.0600,4.06,Boost All,3,normal,info,,online,valid,f,111adb1f-67bd-4593-b086-98fc45563628,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.894-07,92.85,23.94,26.39,23.66,0.930,85.70,48.22,0.1200,0.34,Increase Chiller,0,normal,info,,online,valid,f,87cb51ec-481b-419e-815d-1a4abdabbe51,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:32.947-07,100.00,23.97,28.89,26.22,1.080,100.00,55.48,0.1000,2.22,Increase Chiller,0,normal,info,,online,valid,f,8d902010-cb44-431d-b7cb-6af94f962f95,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.003-07,85.22,25.15,27.37,24.09,0.950,90.28,45.69,0.1400,0.09,Maintain,2,normal,info,,online,valid,f,4a511e70-c765-4c06-bdba-830465dce223,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.057-07,80.16,21.52,23.73,18.18,0.830,79.44,38.53,0.1000,5.82,Eco Mode,4,normal,info,,online,valid,f,97cf3fa1-ec9c-4fd1-b23b-84ca085bd85a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.113-07,62.94,20.58,25.54,27.89,0.860,70.81,59.04,0.1200,3.89,Increase Chiller,0,normal,info,,online,valid,f,4a854dde-35d6-4a04-8a64-e7274df74f57,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.166-07,54.24,19.55,27.12,29.93,0.710,50.32,61.03,0.0800,5.93,Maintain,2,normal,info,,online,valid,f,2bd9a2fd-6d88-4b6a-b411-20fd08e81027,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.222-07,100.00,24.04,31.14,24.26,1.030,100.00,46.00,0.1300,0.26,Eco Mode,4,normal,info,,online,valid,f,8f07f969-da27-45b0-8350-8196621f5371,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.274-07,79.75,23.36,28.81,21.35,0.940,88.54,46.12,0.1200,2.65,Increase Chiller,0,normal,info,,online,valid,f,63a1b612-c8eb-4ed6-a243-ff481c602d6d,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.33-07,99.58,26.77,31.88,21.44,0.940,88.00,58.31,0.0900,2.56,Boost All,3,workload_spike,warning,,online,valid,t,ec7bbec2-d8a6-48bc-931a-c6e2d6cc5e90,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.387-07,81.60,22.66,29.61,20.91,0.800,76.60,38.31,0.0800,3.09,Eco Mode,4,normal,info,,online,valid,f,81efe9ed-9c9a-44b2-a316-d0a3479eab63,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.44-07,79.20,23.46,28.30,22.21,0.910,84.04,47.00,0.1000,1.79,Eco Mode,4,normal,info,,online,valid,f,a176954e-3afb-462b-b261-af8f744e4bbf,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.494-07,43.23,21.12,30.31,25.26,0.640,47.01,52.28,0.0800,1.26,Reduce AHU,1,normal,info,,online,valid,f,71c82182-9786-49a2-a3b4-5e6c2ac44bc9,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.548-07,75.33,22.99,23.43,28.07,0.940,81.99,56.67,0.1200,4.07,Increase Chiller,0,normal,info,,online,valid,f,9706a95a-a169-488b-9037-e16ab8c954ff,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.602-07,60.48,20.75,24.14,24.92,0.820,70.35,51.55,0.0900,0.92,Boost All,3,normal,info,,online,valid,f,cba22386-832b-4e55-bc69-2c5770607dd4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.657-07,100.00,24.04,31.14,24.26,1.030,100.00,46.00,0.1300,0.26,Eco Mode,4,normal,info,,online,valid,f,c43cffe2-1089-43c7-a139-69304c4ff8d5,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.714-07,48.47,21.34,26.10,22.32,0.550,42.07,43.21,0.0700,1.68,Increase Chiller,0,normal,info,,online,valid,f,3deff556-65fa-4d50-8bdb-a0c11833db53,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.767-07,54.61,99.99,22.50,20.84,0.680,58.52,41.50,0.0600,3.16,Increase Chiller,0,sensor_fault,critical,inlet_temperature_sensor,fault,suspect,t,c5a6a6d4-6b1f-49db-a041-2cf7eb9aabb6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.823-07,56.60,22.27,23.97,22.83,0.590,47.26,43.27,0.0600,1.17,Reduce AHU,1,normal,info,,online,valid,f,caced730-59ce-4b82-b8a6-5927fc28bf37,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.879-07,58.08,20.57,27.00,23.68,0.650,53.06,45.99,0.0700,0.32,Maintain,2,normal,info,,online,valid,f,c74cdfc2-2397-4390-8ad9-1e5d31f78c9f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.936-07,89.16,24.41,32.17,28.07,1.010,88.12,60.46,0.0900,4.07,Maintain,2,normal,info,,online,valid,f,761e2d22-75f9-480f-8ee7-6621ba5483b8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:33.992-07,100.00,24.55,28.38,24.42,1.050,100.00,50.08,0.1300,0.42,Eco Mode,4,normal,info,,online,valid,f,f5321d30-a349-4c46-9bf3-913fbf214069,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.048-07,57.07,20.36,27.30,24.65,0.690,54.67,50.41,0.0600,0.65,Boost All,3,normal,info,,online,valid,f,6eb7edf9-65f8-436a-b90b-440e6a50a2f4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.105-07,51.85,19.58,24.10,19.63,0.680,57.64,43.32,0.0800,4.37,Reduce AHU,1,normal,info,,online,valid,f,16c1a096-2750-4b7d-b7e1-b13bb73b67f1,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.162-07,60.98,21.71,26.47,31.89,0.760,56.63,61.66,0.0800,7.89,Increase Chiller,0,outlier,warning,,online,valid,t,efea19b8-08a1-4fb2-ba66-726ef18c3c48,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.219-07,61.48,21.67,25.96,25.57,0.720,56.74,54.08,0.0600,1.57,Reduce AHU,1,normal,info,,online,valid,f,a9ec695d-1e32-4eed-a564-f1850ab342d2,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.272-07,80.46,23.61,27.85,28.83,0.940,82.42,56.59,0.1000,4.83,Increase Chiller,0,normal,info,,online,valid,f,bc5517f8-9f03-4528-b8af-e76d031b09b3,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.329-07,56.35,20.94,27.08,25.31,0.670,52.30,49.55,0.0900,1.31,Boost All,3,normal,info,,online,valid,f,4c937653-78f9-4cee-984f-1298cb165783,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.385-07,81.43,22.12,27.64,18.00,0.770,74.28,35.80,0.0700,6.00,Increase Chiller,0,normal,info,,online,valid,f,60f18a41-6302-4286-b8e5-f0c35e3f017a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.441-07,58.37,19.93,21.81,23.13,0.600,49.15,41.83,0.0500,0.87,Increase Chiller,0,normal,info,,online,valid,f,bf87747e-ca49-42ad-bd76-00d4e09448cb,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.497-07,95.71,29.68,36.13,24.21,0.350,24.45,39.52,0.0400,0.21,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,503a3332-6943-4c33-88cc-e4adbda8f930,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.552-07,94.28,25.79,31.11,20.33,1.100,98.22,66.73,0.1100,3.67,Boost All,3,workload_spike,warning,,online,valid,t,803e21e6-c7be-44ef-a92f-f893a59ce6d2,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.608-07,72.27,21.87,27.23,23.31,0.860,81.22,42.54,0.0700,0.69,Reduce AHU,1,normal,info,,online,valid,f,201c4bb5-744a-457e-b9fa-26c37deba71b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.664-07,67.52,20.52,29.15,20.47,0.690,57.96,44.92,0.0700,3.53,Eco Mode,4,normal,info,,online,valid,f,390f513c-8907-4ae4-9337-668f86e287d6,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.721-07,92.13,23.82,28.58,20.15,1.010,99.11,43.41,0.1100,3.85,Increase Chiller,0,normal,info,,online,valid,f,6ad261f7-6642-4825-a49a-baed3234b67f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.774-07,96.50,27.02,33.74,23.92,1.010,88.16,59.03,0.1000,0.08,Boost All,3,workload_spike,warning,,online,valid,t,172f85a3-7684-49de-8c1c-95d55d07b4d4,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.83-07,81.37,23.21,30.10,25.17,0.830,74.69,45.55,0.0700,1.17,Increase Chiller,0,normal,info,,online,valid,f,134fcba3-8222-4407-a088-526503ceafdf,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.884-07,100.00,25.04,33.53,30.90,1.090,96.75,62.50,0.0900,6.90,Reduce AHU,1,outlier,warning,,online,valid,t,af638009-7ae2-4b61-bc7c-3f0dcfef8121,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.94-07,89.78,24.20,27.25,22.47,0.880,80.20,47.28,0.1100,1.53,Increase Chiller,0,normal,info,,online,valid,f,b2132a94-4e87-4588-99fc-06d3920e007b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:34.996-07,34.94,18.66,24.15,24.88,0.510,34.50,47.17,0.0500,0.88,Maintain,2,normal,info,,online,valid,f,67a01571-2c6d-44c9-b33b-2b805cc4dbe1,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.053-07,62.51,21.93,28.72,27.92,0.830,70.73,52.67,0.0800,3.92,Increase Chiller,0,normal,info,,online,valid,f,52bb57bd-2733-42c9-801b-017f4a4c0123,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.107-07,73.60,22.24,27.34,27.07,0.820,70.72,50.55,0.0800,3.07,Eco Mode,4,normal,info,,online,valid,f,d2c4eeb1-1ce0-4285-9f53-b098ddddb85a,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.159-07,52.76,18.60,24.52,26.64,0.720,56.68,53.74,0.0900,2.64,Eco Mode,4,normal,info,,online,valid,f,c8aad1ec-dfbc-47a0-b719-aa79b4610daa,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.216-07,98.30,25.42,32.41,23.04,1.050,100.00,49.54,0.0900,0.96,Maintain,2,normal,info,,online,valid,f,97e01510-03a6-4c78-b0d1-7a382575f212,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.272-07,93.36,28.67,35.84,27.06,0.350,11.14,39.15,0.0400,3.06,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,0b34c844-96ff-4295-95f1-6eb3672a40d9,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.329-07,52.95,20.68,27.32,19.58,0.620,51.67,41.54,0.0700,4.42,Eco Mode,4,normal,info,,online,valid,f,3ea35e16-da17-49ef-9944-79488e67e070,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.386-07,51.05,20.35,27.96,18.72,0.560,45.96,38.32,0.0600,5.28,Reduce AHU,1,normal,info,,online,valid,f,20ce0220-0bd0-4003-919e-3136f0d3ea1b,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.439-07,100.00,25.70,27.12,22.20,0.990,96.01,43.71,0.1000,1.80,Maintain,2,normal,info,,online,valid,f,34697810-d538-4150-b3fb-f265b0491145,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.496-07,49.72,20.69,26.95,24.19,0.620,49.05,44.86,0.0800,0.19,Increase Chiller,0,normal,info,,online,valid,f,6b4534b1-fcbf-4a19-be33-3110d09ea8a8,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.548-07,53.27,19.55,25.22,23.75,0.720,61.99,45.72,0.0900,0.25,Maintain,2,normal,info,,online,valid,f,7b99c8f6-5905-4e40-8e00-6d8b01121321,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.605-07,75.71,21.48,30.22,21.04,0.740,68.61,38.66,0.1100,2.96,Reduce AHU,1,normal,info,,online,valid,f,6280940f-ec0d-4984-a383-5ae0482f506f,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.657-07,53.18,18.21,25.44,22.08,0.730,62.62,46.23,0.0900,1.92,Maintain,2,normal,info,,online,valid,f,e03acb44-52a7-41da-9633-4607d7fdca40,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.714-07,76.52,22.49,26.65,24.81,0.850,77.98,45.63,0.0900,0.81,Eco Mode,4,normal,info,,online,valid,f,795f6418-0f7f-4862-85ee-c9f5aa684c98,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
2026-07-29 11:22:35.766-07,83.78,30.98,38.26,24.34,0.370,16.92,33.37,0.0400,0.34,Increase Chiller,0,cooling_failure,critical,chiller_loop,degraded,valid,t,b6d6d8b5-c049-4458-9bc6-8ed6dd74e64e,1b17a05b-18db-4c6f-80e3-18b47f6cb8c4
